"","status","data.id","data.general.name","data.general.group","data.general.personalityTraits","data.general.shortDescription","data.general.longDescription","data.general.popularity","data.general.height","data.general.weight","data.general.lifespan","data.general.rare","data.physical.size","data.physical.lifespan","data.physical.droolingFrequency","data.physical.coatStyle","data.physical.coatTexture","data.physical.coatLength","data.physical.doubleCoat","data.behavior.familyAffection","data.behavior.childFriendly","data.behavior.dogSociability","data.behavior.friendlinessToStrangers","data.behavior.playfulness","data.behavior.protectiveInstincts","data.behavior.adaptability","data.behavior.barkingFrequency","data.care.sheddingAmount","data.care.groomingFrequency","data.care.exerciseNeeds","data.care.mentalStimulationNeeds","data.care.trainingDifficulty","data.images.small.indoors","data.images.small.outdoors","data.images.small.studio","data.images.large.indoors","data.images.large.outdoors","data.images.large.studio"
"58","success","bloodhound","Bloodhound","Hound","Independent, Friendly, Curious","The inquisitive, amicable Bloodhound excels at tracking scents and is a gentle, affectionate family companion.","The Bloodhound, renowned as the 'Sleuth Hound,' is unparalleled in its ability to track scents, making it the ultimate tracker in the canine world. Standing between 23 to 27 inches and weighing up to 110 pounds, this breed is both large and substantial.
Their distinctive appearance features a long, wrinkled face, loose skin, large drooping ears, and warm, deep-set eyes that give them a dignified, solemn expression. Bloodhounds' coats come in black and tan, liver and tan, or red, and their powerful legs enable them to cover vast terrains in their quest to follow a scent.
Despite their tenacity when tracking, Bloodhounds are some of the most docile and friendly dogs when off-duty. They have an affectionate nature, enjoying the company of their family, including other dogs and children. While they are easygoing, their independent and inquisitive nature can sometimes lead them into mischief, driven by their incredible sense of smell.
It's important to provide them with long walks and opportunities to explore scents. However, be prepared for drooling and the challenges of training such a sensitive and stubborn sleuth. With the right care, a Bloodhound makes a loving and loyal companion, always ready to follow their nose on the next adventure.",3,25,95,10,TRUE,4,2,5,"Straight","Smooth",1,FALSE,4,3,3,3,3,2,3,5,3,2,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bloodhound/large/studio.png"
"59","success","anatolian-shepherd","Anatolian Shepherd","Working","Relaxed, Independent, Faithful","The Anatolian Shepherd Dog is a loyal, autonomous, and imposing flock guardian.","The Anatolian Shepherd Dog, a member of the Working Group, is a majestic and imposing guardian of ancient lineage. Standing at around 30 inches tall and weighing up to 115 pounds, these muscular dogs are revered for their protective and territorial nature. Known for their faithfulness and reticence, Anatolians are autonomous and highly intelligent, making them exceptional working guard dogs.
Their history dates back 6,000 years to the Bronze Age, giving them a timeless, no-frills quality. Anatolian Shepherds are incredibly loyal and will protect their flock—be it livestock, children, smaller dogs, or even the family cat—with unwavering intensity. Despite their large size and muscular build, they are nimble and well-adapted to harsh terrains.
However, they require strong leadership from their owners, who must be willing and able to manage a dog as dominating and demanding as he is calm and loving. Anatolians are moderately adaptable and require a balance of physical activity and mental stimulation. While not particularly affectionate with family members, their dedication and protective instincts make them invaluable companions for those who understand and appreciate their unique traits.",3,30,115,12,TRUE,5,3,1,"Straight","Smooth",1,FALSE,1,3,3,1,3,5,3,3,3,2,3,3,4,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/anatolian-shepherd/large/studio.png"
"60","success","german-wirehaired-pointer","German Wirehaired Pointer","Sporting","Loving, Vigilant, Lively","The German Wirehaired Pointer is an eager, loving, and observant sporting breed.","The German Wirehaired Pointer, with its sporty weatherproof coat and can-do attitude, is a versatile and sturdy gundog perfect for outdoor enthusiasts. This breed stands tall at around 25 inches and weighs about 60 pounds, making it slightly larger than its close relative, the German Shorthaired Pointer. Known for their eagerness and affection, GWPs make amusing and devoted family companions.
Their balanced, well-muscled build and resilience allow them to thrive in active environments, tirelessly working through the bushes all day. The harsh wire coat provides protection against thorny underbrush and adverse weather, while their distinctive shaggy beard and eyebrows add to their intelligent and worldly expression. High in energy, GWPs need plenty of outdoor activity and will not be content lounging indoors all day.
They are bright and eager to learn, but their independent streak might be challenging for novice owners. Ideal for those seeking a loving companion who enjoys sports and togetherness, the German Wirehaired Pointer is a perfect match for active families who appreciate their spirited and observant nature.",3,25,60,15,TRUE,3,4,2,"Wire","Rough",3,TRUE,5,3,3,4,4,3,4,3,2,2,5,4,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/german-wirehaired-pointer/large/studio.png"
"61","success","belgian-sheepdog","Belgian Sheepdog","Herding","Intelligent, Vigilant, Reliable","The Belgian Sheepdog is a resolute, intelligent herder with an elegant, muscular build and abundant black coat.","The Belgian Sheepdog, a highly trainable herder, stands out with its resolute and intelligent nature. Known for its versatility and legendary canine intelligence, this breed thrives on hard work and relishes human companionship. The striking silhouette of the Belgian Sheepdog exudes elegance and muscular determination, with males reaching up to 26 inches at the shoulder.
Their dark eyes gleam with a questioning intelligence, while their abundant black coat features a distinctive 'collarette' around the neck and 'breeches' on the hindquarters. These dogs are bright-eyed and bushy-tailed, always ready to give 100% in any sport or activity. Sensitive souls, Belgian Sheepdogs dislike neglect and form intense bonds with their owners, who often feel a profound loyalty towards their devoted companions.
With their proud carriage, playful demeanor, and protective instincts, Belgian Sheepdogs are not just working dogs but passionate, loyal partners in every sense.",3,25,60,13,TRUE,3,3,1,"Straight","Rough",3,TRUE,3,3,3,3,3,4,3,3,3,2,4,4,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/belgian-sheepdog/large/studio.png"
"62","success","gordon-setter","Gordon Setter","Sporting","Confident, Loving, Brave","The Gordon Setter is a brave, self-assured, and loving sporting dog.","The Gordon Setter, known as the black avenger of the Highlands, is an impressive bird dog with roots in Scottish aristocracy. This athletic and outdoorsy breed is renowned for its bravery, confidence, and affection. Standing up to 27 inches tall and weighing around 80 pounds, Gordon Setters are the largest of the setter breeds.
They are distinguished by their stunning, silky black coats with striking tan markings and long hair adorning their ears, belly, legs, chest, and tail. Their bright brown eyes, highlighted by tan spots, convey a wise and willing expression.
Built to endure Scotland's rugged terrain and harsh weather, these dogs are equally happy in the field or by the fireside. They have a high activity level, making them perfect for active families who enjoy outdoor adventures. Gordons are known for their protective instincts and are very easy to train, which complements their loving nature towards family members.
Their adaptability and moderate vocalization frequency make them well-suited for various living environments. However, regular grooming is needed to maintain their beautiful coat. Whether hunting in the wild or relaxing at home, the Gordon Setter's bold and affectionate demeanor makes them a cherished companion for those seeking a loyal and spirited dog.",3,25,65,13,TRUE,3,3,4,"Wavy","Silky",3,TRUE,5,3,3,3,3,4,4,3,3,2,5,4,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/gordon-setter/large/studio.png"
"63","success","italian-greyhound","Italian Greyhound","Companion","Vigilant, Happy, Companionable","The Italian Greyhound is an observant, vigilant, and jovial toy companion with elegant, slender lines.","The Italian Greyhound, often referred to as an IG, is a true Greyhound in miniature form, renowned for its grace and elegance. Standing at about 15 inches tall and weighing around 10 pounds, this breed captivates with its sleek, curving lines and long, fine-boned legs. Despite their petite stature, Italian Greyhounds are alert, playful, and highly affectionate companions, making them ideal for families and individuals alike.
Their affectionate nature means they thrive on close human contact, often preferring to snuggle in a lap or share a bed. Known for their keen observational skills and vigilance, they are also quite playful and social, getting along well with children and other dogs. However, they retain the instinctual drive of their larger Greyhound relatives and will eagerly chase after anything that moves swiftly.
Their smooth, short coat requires minimal grooming but demands extra warmth during colder months. With a lifespan of up to 15 years, these charming and loyal dogs are perfect for those seeking a devoted and lively companion.",3,15,10,15,TRUE,1,4,1,"Straight","Smooth",1,FALSE,5,3,5,5,4,3,4,3,3,1,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/italian-greyhound/large/studio.png"
"64","success","border-terrier","Border Terrier","Terrier","Loving, Happy, Brave","Brave, loving, and joyful, Border Terriers are hardy and affectionate companions with a distinctive otter-like head.","The Border Terrier is a charming blend of bravery, love, and joy, making them a beloved companion for families and individuals alike. Standing around 14 inches tall and weighing about 14 pounds, this small yet sturdy breed is known for its unique otter-shaped head and longer legs compared to other small terriers. Their wiry, rough coat, which can come in colors like grizzle and tan, blue and tan, wheaten, or red, is easy to maintain and adds to their rugged appeal.
Despite their compact size, Border Terriers possess a toughness that shines through in their work ethic, whether they're out in the fields or playing in the backyard. At home, they are affectionate and good-natured, getting along well with children and other dogs, though their hunting instincts might kick in around smaller animals. Adaptable to city living, these terriers thrive on regular exercise and mental stimulation.
Their moderate activity level, coupled with their friendly demeanor, makes them excellent playmates and loyal companions. With a lifespan of around 14 years, Border Terriers promise many years of tail-wagging joy and steadfast companionship.",3,14,14,14,TRUE,1,4,1,"Wire","Rough",1,FALSE,4,5,3,4,4,3,4,3,2,2,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/border-terrier/large/studio.png"
"65","success","flat-coated-retriever","Flat-Coated Retriever","Sporting","Happy, Playful, Friendly","The Flat-Coated Retriever is an entertaining, joyful, and positive companion with a forever-young spirit.","The Flat-Coated Retriever, often called the 'Peter Pan' of the Sporting Group, is a delightful and entertaining breed known for its joyful and positive personality. Standing at 25 inches tall and weighing around 65 pounds, this breed exudes elegance with its lean silhouette and smooth, wavy, flat-lying coat, available in lustrous black or liver. The Flat-Coat's distinctive long head projects a smart and kindly expression, adding to its charm.
These dogs are champions of tail-wagging and possess a playful nature that often makes them seem perpetually young, much to the delight of their families. They are highly energetic and thrive on ample outdoor exercise, making them perfect for active households. Flat-Coats are affectionate, great with children, and sociable with other dogs, ensuring they are beloved family members.
Their adaptability, ease of training, and willingness to please make them a joy to have around. Whether retrieving a duck or winning a show ribbon, these dogs do it all with enthusiasm and grace. Their zest for life and playful antics can be both entertaining and a bit mischievous, making them an endearing and lively addition to any home.",3,25,65,9,TRUE,3,1,2,"Wavy","Smooth",3,FALSE,5,5,5,5,5,3,5,3,3,2,5,4,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/flat-coated-retriever/large/studio.png"
"66","success","chinese-crested","Chinese Crested","Companion","Vigilant, Lively, Loving","The Chinese Crested is a loving, vigilant, and vibrant companion with a unique hairless appearance.","The Chinese Crested is a charming and distinctive breed known for its unique appearance and delightful personality. Standing at about 12 inches tall and weighing around 10 pounds, this small but spirited companion is beloved for its loving and vigilant nature. The hairless variety, with its spotted pink skin, spiky 'crested' hairdo, furry socks, and feathery tail, is particularly eye-catching.
There is also a coated variety known as the 'powderpuff,' which boasts a soft, silky coat. Despite their differing looks, both types of Cresteds share the same fine-boned elegance and graceful movement.
Cresteds are incredibly affectionate and form strong bonds with their families, making them excellent companions. Their playful and vibrant demeanor brings joy and energy to any household. These dogs are relatively easy to train, adaptable, and moderately active, making them suitable for a variety of living situations.
The hairless variety is especially low-maintenance when it comes to grooming and shedding, while the powderpuff's silky coat requires more frequent brushing. Known for their attentiveness and sociability, Chinese Cresteds are wonderful housemates, always in tune with their human companions. With a lifespan of around 15 years, these delightful dogs offer years of loving companionship and playful antics.",3,12,10,15,TRUE,1,4,1,"Hairless","Silky",2,FALSE,4,3,3,4,3,3,4,3,1,2,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/chinese-crested/large/studio.png"
"67","success","portuguese-water-dog","Portuguese Water Dog","Working","Loving, Brave, Lively","Dynamic and loving, the Portuguese Water Dog is a smart, easy-to-train, curly-coated companion.","The Portuguese Water Dog, or PWD, is a dynamic and loving breed known for its intelligence and eagerness to please. Originally bred as an all-around fisherman's helper, this robust, medium-sized dog has a curly, low-shedding coat that suits its love for water work. Standing around 20 inches tall and weighing about 45 pounds, PWDs are incredibly versatile and thrive on mental and physical stimulation.
Their high adaptability and trainability make them excellent companions for families, especially those with children. PWDs are playful, brave, and protective, displaying strong loyalty and affection toward their family members. They are sociable with other dogs and friendly toward strangers, making them well-rounded pets.
Despite their rough, curly fur requiring regular grooming, their low shedding is a plus for those concerned about fur around the home. With their high activity levels and need for mental challenges, Portuguese Water Dogs are best suited for active owners who can keep up with their energetic and adventurous spirit.",3,20,45,12,TRUE,3,3,2,"Curly","Rough",5,FALSE,5,5,4,4,5,4,5,3,2,4,5,5,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/portuguese-water-dog/large/studio.png"
"68","success","greyhound","Greyhound","Hound","Independent, Loving, Dignified","Greyhounds are elegant, gentle sprinters with a noble presence and an independent spirit.","The Greyhound, a stately member of the Hound group, is celebrated for its grace, speed, and gentle nature. With a height of around 30 inches and a weight of about 65 pounds, this breed showcases a lean, aerodynamic build that epitomizes the dog breeder's adage, 'Form follows function.' Their deep chest curves gracefully into a tightly tucked waist, creating the classic 'inverted S' silhouette that has captivated artists, poets, and royalty for millennia.
Known for their independent yet tender demeanor, Greyhounds are affectionate with their families, scoring a 4 out of 5 on family affection. They adapt well to various living situations and have a moderate level of protective instincts. While they are relatively easy to train and enjoy mental stimulation, their true love lies in running, making their activity level a notable 4 out of 5.
Despite their athletic prowess, Greyhounds are surprisingly low-maintenance, with minimal shedding, infrequent grooming needs, and a smooth, short coat. These gentle sprinters are equally sociable with other dogs and enjoy a moderate level of playfulness, making them excellent companions for those who appreciate a dog with a blend of autonomy and tenderness.",3,30,65,12,TRUE,4,3,1,"Straight","Smooth",1,FALSE,4,3,4,3,3,3,4,3,2,1,4,3,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/greyhound/large/studio.png"
"69","success","old-english-sheepdog","Old English Sheepdog","Herding","Intelligent, Loving, Adaptable","The Old English Sheepdog is a wise, adaptable, and tender herding breed with a distinctive shaggy coat.","The Old English Sheepdog, a member of the herding group, is an adaptable and tender breed known for its iconic shaggy coat and peek-a-boo hairdo. Standing about 20 inches tall and weighing around 80 pounds, this breed boasts a muscular and compact frame, with a bear-like gait that showcases its agility and strength. Beneath their profuse double coat lies a kind and wise dog, famed for its mellow and agreeable nature.
The Old English Sheepdog is especially cherished for its excellent family qualities, showing a high level of affection and patience with children, making them protective and playful companions. They are sensible watchdogs with a loud, ringing bark, embodying a perfect blend of courage, intelligence, and kindliness. While they have moderate activity levels, regular exercise is essential to keep these strong and able-bodied dogs happy.
Their rough, wavy coat requires frequent grooming to maintain its health and appearance, making them a high-maintenance yet rewarding breed. Overall, the Old English Sheepdog is a charming and devoted family member, known for its watchfulness and endearing personality.",3,20,80,10,TRUE,3,2,3,"Wavy","Rough",5,TRUE,5,5,3,3,4,4,4,3,3,4,3,4,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/old-english-sheepdog/large/studio.png"
"70","success","st-bernard","St. Bernard","Working","Happy, Companionable, Curious","Saint Bernards are inquisitive, jovial giants known for their captivating, friendly nature and patience with children.","The Saint Bernard, a genial giant hailing from the Swiss Alps, is renowned for its friendly and inquisitive nature. Standing tall at a minimum of 27.5 inches and weighing around 145 pounds, this breed is extraordinarily muscular and imposing.
With a lifespan of about 9 years, Saint Bernards are famous for their patience and affection, especially towards children, making them ideal family companions. Despite their size, they adapt well to various living conditions and are moderately easy to train, though they do have a tendency to drool. Their smooth, wavy double coat requires moderate grooming, and they shed a fair amount.
Saint Bernards are moderately active and playful, requiring regular mental stimulation. With low vocalization tendencies, these captivating dogs are friendly yet protective, ensuring their family is safe while maintaining a welcoming demeanor towards strangers. Their giant hearts match their giant size, making them beloved members of any family.",3,30,145,9,TRUE,5,1,5,"Wavy","Smooth",1,TRUE,5,5,3,3,3,5,4,1,3,2,3,3,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/st-bernard/large/studio.png"
"71","success","papillon","Papillon","Companion","Vigilant, Friendly, Happy","The joyful and vigilant Papillon is a small, amiable companion with distinctive butterfly-like ears.","The Papillon, named after the French word for 'butterfly,' is a captivating toy breed known for its joyful and vigilant nature. Standing at about 10 inches tall and weighing around 8 pounds, this tiny yet robust dog is a bundle of energy and charm.
One of its most striking features is its large, wing-shaped ears, which can either be erect or, in the Phalene variety, gracefully drooped. The Papillon's silky, straight coat, typically in a variety of color combinations with a white base, adds to its elegant appearance.
Despite its refined look, the Papillon is a hardy and adaptable breed, thriving in both urban and rural settings and in various climates. These dogs are incredibly affectionate, scoring high in family affection and child-friendliness. Their friendly demeanor extends to strangers, making them welcoming companions.
Highly intelligent and eager to please, Papillons excel in training and are known for their agility and ability to learn tricks quickly. Their high activity level and mental stimulation needs make them ideal for active families.
Papillons are also protective, often alerting their owners to any unusual activity with their frequent vocalizations. They are playful and enjoy engaging in family activities, making them delightful additions to any household.
Whether participating in high-level agility competitions or simply joining in on family fun, the Papillon is a versatile and loving companion for all seasons and reasons.",3,10,8,15,TRUE,1,4,1,"Straight","Silky",3,FALSE,5,5,3,5,5,4,5,5,3,2,4,5,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/papillon/large/studio.png"
"72","success","whippet","Whippet","Hound","Happy, Loving, Relaxed","The serene and loving Whippet is a swift, low-maintenance, and affectionate companion.","The Whippet is a sleek, sweet-faced breed known for its incredible speed and graceful appearance. Often referred to as the 'Poor Man's Racehorse,' this breed is lightning quick and loves to chase. Standing about 20 inches tall and weighing around 35 pounds, Whippets resemble a smaller Greyhound with their streamlined 'inverted S' body shape, deep chest, trim waist, and long, arched neck.
Their serene and jovial nature makes them a loving companion, perfect for families and children, earning a top rating in family affection and child-friendliness. They enjoy playfulness and mental stimulation, often requiring bursts of intense activity followed by long, relaxed lounging. Ideal for both fenced yards and cozy apartments, Whippets adapt well as long as they get proper exercise.
They are low-maintenance with minimal shedding and grooming needs, and their quiet demeanor makes them excellent for city living. Overall, Whippets are dignified, gentle, and robust dogs that bring joy and elegance to any home.",3,20,35,14,TRUE,2,4,1,"Straight","Smooth",1,FALSE,5,5,5,3,4,3,3,1,2,1,4,4,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/whippet/large/studio.png"
"73","success","american-bulldog","American Bulldog","Working","Faithful, Confident, Brave","American Bulldogs are brave, faithful, and self-assured working dogs with great strength and agility.","The American Bulldog is a robust and athletic breed, admired for its strength, endurance, and agility. With a history rooted in farm work, this breed was originally brought to the United States by immigrants in the 1800s. Known for their bravery and faithful nature, American Bulldogs were indispensable to small farmers and ranchers, performing tasks such as guarding property, herding livestock, and catching feral pigs.
Their muscular build and smooth, straight coat give them a distinctive appearance. Despite their protective instincts, they are also known for their friendly and self-assured demeanor. Although not highly vocal, they can be quite alert and responsive.
Their moderate size, weighing around 80 pounds and standing 23 inches tall, combined with their low grooming needs, make them a manageable breed for those who appreciate a hardworking, loyal companion. While they may not be highly playful or adaptable, their loyalty and dedication make them a cherished member of any household.",3,23,80,10,FALSE,3,2,1,"Straight","Smooth",1,FALSE,1,3,3,1,1,1,1,2,2,1,1,1,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-bulldog/large/studio.png"
